link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/man-and-girlfriend-allegedly-kill-his-father-and-oklahoma-officer_us_55d21456e4b055a6dab0e525,Man And Girlfriend Allegedly Kill His Father And Oklahoma Officer,CRIME,Investigators say the shooting started with a dispute over a pickup truck.,"HEIDE BRANDES, Reuters",2015-08-17
https://www.huffingtonpost.com/entry/officers-fired-excessive-number-of-shots-at-bank-robbers-report_us_55d270d4e4b07addcb43d5e2,Officers Fired Excessive Number Of Shots At Bank Robbers: Report,CRIME,"""There was no planned response for when the suspect vehicle stopped.""",,2015-08-17
https://www.huffingtonpost.com/entry/trial-begins-for-white-supremacist-frazier-glenn-cross_us_55d222a5e4b055a6dab0f833,Trial Begins For White Supremacist Frazier Glenn Cross,CRIME,"Though Cross allegedly shot at Jewish sites, the three people he's accused of killing were not Jewish.","BY KEVIN MURPHY, Reuters",2015-08-17
https://www.huffingtonpost.com/entry/man-sets-himself-on-fire-at-columbus-city-hall_us_55d26817e4b07addcb43d39b,Man Sets Himself On Fire At Columbus City Hall In Ohio,CRIME,Three workers from the city's Recreation and Parks Department helped put out the flames.,Michael McLaughlin,2015-08-17
https://www.huffingtonpost.com/entry/ikki-kotsugai-severs-rivals-penis_us_55d1d408e4b07addcb435422,"Tokyo Man Allegedly Severs Wife's Lover's Penis, Flushes It",CRIME,The attacker is thought to have acted out of revenge,Andres Jauregui,2015-08-17
https://www.huffingtonpost.com/entry/alleged-teen-rapist-says-he-was-trying-to-win-prep-school-sex-competition_us_55d2290ae4b07addcb43a165,Alleged Teen Rapist Says He Was Trying To Win Prep School Sex Competition,CRIME,"CONCORD, N.H. (AP) — St. Paul's School boasts a glittering roster of alumni that includes senators, congressmen, a Nobel","LYNNE TUOHY, Associated Press",2015-08-17
https://www.huffingtonpost.com/entry/3-dead-after-2-small-planes-collide-in-midair_us_55d0ea2be4b0ab468d9d99d1,5 Dead After Small Planes Collide In Midair,CRIME,"SAN DIEGO (AP) — Five people were killed as two airplanes collided while nearing an airport in Southern California, authorities",,2015-08-16
https://www.huffingtonpost.com/entry/california-officers-lawyer-arrested-in-murder-cover-up_us_55ce8a83e4b0ab468d9d75f6,"California Officers, Lawyer Arrested In Murder, Cover-Up",CRIME,Korey Kauffman had been missing since 2012.,,2015-08-15
https://www.huffingtonpost.com/entry/korey-kauffman-arrests_us_55cf6082e4b07addcb43263c,"New Details Emerge In Forgotten Murder That Snared Attorney, Highway Patrolmen",CRIME,"Those arrested either played a part in the killing of the 26-year-old Korey Kauffman or helped cover it up, officials said.","Paul Elias, Associated Press",2015-08-15
https://www.huffingtonpost.com/entry/sentenced-to-marriage-complaint_us_55cf3a9fe4b0ab468d9d79ae,Group Files Complaint Against Judge Who Sentenced Man To Marry Girlfriend,CRIME,The judge had told the man he could go to jail for 15 days or marry his girlfriend within the month.,,2015-08-15
https://www.huffingtonpost.com/entry/mike-brown-bonus_us_55cf76a4e4b0ab468d9d8132,"Officer Boasts Of 'Annual Michael Brown Bonus,' Prompts Investigation",CRIME,"“We understand the post is controversial,"" the St. Louis Police Department said.",Kim Bellware,2015-08-15
https://www.huffingtonpost.com/entry/cops-didnt-enter-home-where-family-was-murdered-until-hours-after-first-911-call_us_55cf49f5e4b07addcb432458,Cops Didn't Enter Home Where Family Was Murdered Until Hours After First 911 Call,CRIME,HOUSTON (AP) — Relatives of a Houston couple and their six children who were fatally shot in their home can't understand,"Juan A. Lozano, Associated Press",2015-08-15
https://www.huffingtonpost.com/entry/florida-dad-let-teen-daughter-dance-do-drugs-at-strip-club-cops_us_55ce7b61e4b055a6dab07acd,"Florida Dad Let Teen Daughter Dance, Do Drugs At Strip Club: Cops",CRIME,The suspect's lawyer says dancing on a stripper pole is not simulated sexual intercourse.,David Moye,2015-08-15
https://www.huffingtonpost.com/entry/hawaii-meth-bust_us_55cd00f1e4b064d5910af51f,"Honolulu Man Was Set To Push $400,000 Of Meth On Hawaii Streets",CRIME,He shipped some of it to the islands hidden with a Golden Nugget sweater.,Chris D'Angelo,2015-08-15
https://www.huffingtonpost.com/entry/3-dead-in-baltimore-shooting-more-than-200-others-killed-this-year_us_55cde9c5e4b055a6dab001e8,"3 Dead In Baltimore Shooting, More Than 200 Others Killed This Year",CRIME,Police recovered handguns from two of the victims.,,2015-08-14
https://www.huffingtonpost.com/entry/roller-coaster-kills_us_55ce3437e4b0ab468d9d404e,Elementary School Teacher Struck And Killed By Roller Coaster,CRIME,He jumped the fence to retrieve his dropped phone and wallet.,,2015-08-14
https://www.huffingtonpost.com/entry/family-of-four-found-dead-in-michigan-home_us_55ce3e0ce4b07addcb42f620,Family Of Four Found Dead In Michigan Home,CRIME,"""We'll be on the alert, that's for sure, until we know what really happened.""",,2015-08-14
https://www.huffingtonpost.com/entry/wisconsin-k9-dog-dies_us_55cd58f3e4b055a6daaff74b,Police Dog Dies In Squad Car After Air Conditioner Fails,CRIME,At least six police dogs have died in hot cars in the U.S. this summer.,Dominique Mosbergen,2015-08-14
https://www.huffingtonpost.com/entry/woman-allegedly-locks-disabled-sister-in-closet-for-7-years_us_55ce5519e4b0ab468d9d6191,Woman Allegedly Locks Disabled Sister In Closet For 7 Years,CRIME,"The victim had little food, water, and only a bucket.",,2015-08-14
https://www.huffingtonpost.com/entry/bloods-leader-in-standoff-with-cops_us_55ce00d5e4b0ab468d9d0383,"'Today I Die,' Says Gang Leader Who Killed Self After Shooting Firefighter",CRIME,"""We need EMS... we have a report of a firearm... firefighter shot.""",Sebastian Murdock,2015-08-14
https://www.huffingtonpost.com/entry/baby-dies-after-dad-seen-allegedly-beating-him-while-driving_us_55cd1274e4b055a6daafe419,Baby Dies After Dad Seen Allegedly Beating Him While Driving,CRIME,Jayceon Chrystie was just 4 months old.,,2015-08-13
https://www.huffingtonpost.com/entry/lewis-fogles-murder-conviction-tossed-after-34-years-in-prison_us_55cd2a47e4b055a6daafea91,Lewis Fogle's Murder Conviction Tossed After 34 Years In Prison,CRIME,"He's free, but could still be retried.",,2015-08-13
https://www.huffingtonpost.com/entry/lawyer-defends-fired-cop-who-killed-teen-football-player_us_55cb8a1de4b0923c12befbf8,Lawyer Defends Fired Cop Who Killed Teen Football Player,CRIME,Lawyer defends fired cop who killed teen football player,"EMILY SCHMALL, Associated Press",2015-08-12
https://www.huffingtonpost.com/entry/beauty-queen-arrested-for-allegedly-faking-cancer-for-cash_us_55cb6adee4b0923c12bed2fd,Beauty Queen Arrested For Allegedly Faking Cancer For Cash,CRIME,"One fundraising event brought in $14,000, authorities said.",Simon McCormack,2015-08-12
https://www.huffingtonpost.com/entry/man-who-carjacked-woman-in-labor-gets-5-years_us_55cb9450e4b0f73b20bb8698,Man Who Carjacked Woman In Labor Gets 5 Years,CRIME,A gun was pointed at her as she went into labor.,,2015-08-12
https://www.huffingtonpost.com/entry/dmv-bribery-scandal_us_55cb1bace4b0923c12beabc7,"California DMV Employees Traded Cash For Licenses, Feds Say",CRIME,Up to 23 traffic accidents could be related to the fraud.,"DON THOMPSON, AP",2015-08-12
https://www.huffingtonpost.comhttp://pubx.ch/1JcIMZz,5 Spectacular Police Screw-Ups,CRIME,Some forms of police conduct are split-second decisions gone wrong -- officers who are too quick on the trigger (or the Taser,,2015-08-12
https://www.huffingtonpost.com/entry/folsom-prison-riot-leaves-inmate-dead-others-injured_us_55cbc4dce4b0898c48867909,Folsom Prison Riot Leaves Inmate Dead Others Injured,CRIME,Several were hospitalized with stab wounds.,,2015-08-12
https://www.huffingtonpost.com/entry/science-criminal-sentencing_us_55c8ed49e4b0923c12bda693,Pennsylvania Wants To Use Science In Criminal Sentencing,CRIME,"A FiveThirtyEight reporter tells HuffPost Live about the way ""risk assessments"" could change criminal justice.",Jared Greenhouse,2015-08-11
https://www.huffingtonpost.comhttp://www.nytimes.com/2015/08/12/nyregion/after-2-killers-fled-new-york-prisoners-say-beatings-were-next.html,NY Prisoners: We Were Brutally Interrogated After Two Inmates Escaped,CRIME,Night had fallen at the Clinton Correctional Facility when the prison guards came for Patrick Alexander. They handcuffed,,2015-08-11
https://www.huffingtonpost.com/entry/sheriff-in-sandra-bland-case-tells-pastor-go-back-to-the-church-of-satan_us_55c936a5e4b0f1cbf1e61aa2,Sheriff In Sandra Bland Case Tells Pastor: 'Go Back To The Church Of Satan',CRIME,"""His behavior and his intimidation is completely inappropriate. I've never been disrespectful to him.""",Michael McLaughlin,2015-08-11
https://www.huffingtonpost.com/entry/arizona-prison-bus-crash_us_55ca41b8e4b0f73b20bad2c6,Inmates Help The Injured After Prison Bus Crashes Into Semi,CRIME,"""Everybody's seen the movies and I thought, 'Oh no, I'm gonna have inmates scatter and we're gonna have 50 fugitives.""",Kim Bellware,2015-08-11
https://www.huffingtonpost.com/entry/movie-theater-prank-leaf-blower_us_55ca30d8e4b0923c12be3d01,Movie Theater Prank Frightens Many And Injures 3 In California,CRIME,"Someone wielding a ""chainsaw"" -- actually, a leaf blower -- decided to ruin everyone's evening.",Michael McLaughlin,2015-08-11
https://www.huffingtonpost.com/entry/nypd-union-homeless_us_55ca27dbe4b0f1cbf1e656b7,NYPD Union Responds To Calls For Reform By Shaming The Homeless,CRIME,"Memo calls officials fighting for police accountability ""inept and spineless.""",Simon McCormack,2015-08-11
https://www.huffingtonpost.com/entry/dead-dog-found-with-note-we-beat-it-2-death-lol-hahaha_us_55ca5240e4b0f1cbf1e68e9c,Dead Dog Found With Note: 'We Beat It 2 Death Lol HAHAHA!',CRIME,"""Nobody should have to go through this.""","MARISOL MEDINA, Associated Press",2015-08-11
https://www.huffingtonpost.com/entry/woman-shot-in-the-leg-while-knitting_us_55ca1214e4b0f73b20ba9b26,71-Year-Old Woman Shot In The Leg While Knitting Inside Her Home,CRIME,Officers recovered five shell casings near a basketball court across the street.,,2015-08-11
https://www.huffingtonpost.com/entry/st-louis-county-police-release-video-of-man-wounded-by-cops_us_55ca6b5ee4b0923c12be845a,Video Shows Man Holding Gun Before Allegedly Shooting At Police Officers In Ferguson,CRIME,"He's holding a gun, but the video doesn't show him shooting it.",Michael McLaughlin,2015-08-11
https://www.huffingtonpost.com/entry/dead-toddlers-father-pleads-insanity-to-corpse-abuse_us_55c9267ee4b0f1cbf1e61746,Dead Toddler's Father Pleads Insanity To Corpse Abuse,CRIME,"MEDINA, Ohio (AP) -- A man charged with corpse abuse after a cable technician found his young daughter's decomposed body",,2015-08-10
https://www.huffingtonpost.com/entry/gunfire-reported-in-ferguson_us_55c82994e4b0f1cbf1e56e5c,"Man Shot After Opening Fire On Officers In Ferguson, Police Say",CRIME,"Authorities told KTVI, the local Fox affiliate, that one man was shot by police and taken to an area hospital.  During",Ryan J. Reilly,2015-08-10
https://www.huffingtonpost.com/entry/alleged-shooter-who-killed-8-had-long-history-of-domestic-violence_us_55c8d1bee4b0923c12bd89ec,Alleged Shooter Who Killed 8 Had Long History Of Domestic Violence,CRIME,"Before she died, police said a woman texted her mom that she was being held at gunpoint.","JUAN A. LOZANO, Associated Press",2015-08-10
https://www.huffingtonpost.com/entry/suspect-calm-and-laughing-after-allegedly-killing-vermont-social-worker_us_55c91c64e4b0f73b20ba6c9b,Suspect 'Calm And Laughing' After Allegedly Killing Vermont Social Worker,CRIME,She's also suspected of killing two cousins and an aunt.,"WILSON RING, AP",2015-08-10
https://www.huffingtonpost.com/entry/footage-shows-christian-taylor-break-into-car-before-police-shooting_us_55c9073ce4b0f1cbf1e5f355,Footage Shows Christian Taylor Break Into Car But Not Shooting By Cop,CRIME,But the dealership said there's no footage from the showroom where the shooting occurred.,"JAMIE STENGLE AND EMILY SCHMALL, Associated Press",2015-08-10
https://www.huffingtonpost.com/entry/jerry-hartfield-retrial_us_55c8bc21e4b0f73b20b9ecb4,"After Serving 35 Years With No Conviction, Man Faces Retrial",CRIME,The Texas Court of Criminal Appeals overturned Jerry Hartfield's capital murder conviction in 1980.,"Michael Graczyk, Associated Press",2015-08-10
https://www.huffingtonpost.com/entry/girls-charged-in-slender-man-attack-will-be-tried-as-adults_us_55c8ff21e4b0923c12bdc5b3,Girls Charged In Slender Man Attack Will Be Tried As Adults,CRIME,The 13-year-olds could face decades in adult prison.,"TODD RICHMOND, Associated Press",2015-08-10
https://www.huffingtonpost.com/entry/8-found-dead-inside-houston-home_us_55c733e4e4b0f1cbf1e547a7,"Family Of 6 Children, 2 Adults Fatally Shot Inside Houston Home",CRIME,The alleged suspect had previously been in a relationship with the mother.,"JUAN A. LOZANO, AP",2015-08-09
https://www.huffingtonpost.com/entry/washington-dc-officer-shoots-woman-carrying-knife_us_55c6b569e4b0923c12bd22ec,Washington D.C. Officer Shoots Woman Carrying Knife,CRIME,Video purportedly shows the tense encounter.,,2015-08-09
https://www.huffingtonpost.com/entry/fantastic-negrito-outside-lands-tickets_us_55c7a2f5e4b0923c12bd31de,San Francisco Police Detain Musician Fantastic Negrito For Allegedly Scalping Outside Lands Tickets,CRIME,"If he's proven guilty, Fantastic Negrito vows to retire.",Michael McLaughlin,2015-08-09
https://www.huffingtonpost.com/entry/shootings-gastonia-north-carolina_us_55c765b1e4b0923c12bd2773,Shootings On Same Street Leave 2 Dead And 3 Injured In North Carolina,CRIME,Police are trying to unravel what connects the shootings in two houses on the same street.,Michael McLaughlin,2015-08-09
https://www.huffingtonpost.com/entry/dead-vermont-women-were-related-to-social-worker-shooter_us_55c68730e4b0f73b20b99533,Dead Vermont Women Were Related To Social Worker Shooter,CRIME,"""Both doors were wide open, and I walked into the living room, and that's where I saw my mom dead.""",,2015-08-08
https://www.huffingtonpost.com/entry/young-unarmed-black-man-killed-by-cops-didnt-want-to-die-too-young_us_55c6283ae4b0923c12bd0fa7,"Young, Unarmed Black Man Killed By Cop Didn't Want To 'Die Too Young'",CRIME,"""I don't feel protected by the police.""",Sebastian Murdock,2015-08-08
https://www.huffingtonpost.com/entry/canadian-tourist-hawaii-robbed_us_55c5326be4b0f1cbf1e528de,"Canadian Tourist Gives Hawaii Man A Ride, Gets Robbed At Gunpoint",CRIME,"A Maui man, caught by cops who tracked the victim's stolen iPhone, was held for trial.",Landess Kearns,2015-08-08
https://www.huffingtonpost.com/entry/juvenile-detention-centers-are-not-for-abused-kids_b_7958200.html,Juvenile Detention Centers Are Not for Abused Kids,CRIME,"Some juvenile detention centers may double as holding places for abused children, but they remain juvenile detention centers nonetheless. I am all too familiar with this phenomenon because, like the Tsimhoni children, my sister and I were incarcerated in a juvenile detention center for refusing to see our father at the age of 14.","Hope Loudon, ContributorActivist and writer",2015-08-08
https://www.huffingtonpost.com/entry/man-dies-falling-from-wall-after-cops-use-taser-during-chase_us_55c4a3b6e4b0923c12bc7275,Man Dies Falling From Wall After Cops Use Taser During Chase,CRIME,He fell from an 8-foot wall.,,2015-08-07
https://www.huffingtonpost.comhttp://pubx.ch/1K7wT1C,5 Creepy Things You Learn Cleaning Up Murder Scenes,CRIME,Let's say you die in some spectacular way ... and then nobody finds your body for a couple of weeks. Who the hell cleans,,2015-08-07
https://www.huffingtonpost.com/entry/teen-who-murdered-family-had-usb-drive-with-plans-of-attack-cops-say_us_55c4ad08e4b0923c12bc7461,Teen Brothers Who Murdered Family Had USB Drive With Plans Of Attack: Cops,CRIME,"""I could hear someone trying to be quiet and crying.""",,2015-08-07
